MLT_UTZTN_BSSH_SN,FRSTN_NM,CNTR_NM,CONM_NM,TPBIZ_NM,REG_DT,REG_YMD,REG_TM,REG_YR,REG_MM,REG_DAY,BDST_USG_NM,INSTL_DCLR_YMD,PFCMP_YMD,STTS_SCSN_YMD,CONM_ADDR,ROAD_NM,BLDG_NM,NLMBLT_MATRL_DSCTN,NLMBLT_INSTL_AREA,FRRST_CMDTY_NM,FRRST_INSTL_AREA,FLR_NO_NM,TRGTOBJ_NM,BLDG_SRTFRM_NM,BLDG_STRCTR_NM,CORP_YN,USE_YN
MU462017159876,나주소방서,빛가람119안전센터,이지 골프 아카데미,,20231122094558,20231122,094558,2023,11,22,근린생활시설,20161111,20161118,,전라남도 나주시 빛가람동 ,황동3길,엔즈빌딩,콘크리트. 방화석고보드. 유리,625.0,방염필름.방염무대막.방염카페트.방염흡음재,12.0,1/5,,양식(옥),철근콘크리트조,Y,Y
MU282016208411,부평소방서,부평119안전센터,펜트하우스,일반음식점,20231103180137,20231103,180137,2023,11,03,근린생활시설,20160429,20160531,20231031,인천광역시 부평구 부평동 ,시장로30번길,,콘크리트. 유리. 타일,411.0,합판(도료),40.0,2/10,,양식(옥),철근콘크리트조,,Y
MU282017212154,미추홀소방서,신기119안전센터,페라리PC,인터넷컴퓨터게임시설제공업(PC방),20231121201944,20231121,201944,2023,11,21,근린생활시설,20170731,20170804,20231102,인천광역시 미추홀구 주안동 ,인하로,,석고보드.타일.유리,196.0,,,지상3지하1,,양식(옥),철근콘크리트조,,Y
MU362016106183,세종소방서,한솔119안전센터,꿀노래연습장,노래연습장업,20231012194602,20231012,194602,2023,10,12,복합건축물,20160912,20161031,20230912,세종특별자치시  나성동 ,나성북로,메가타워1,유리.조적.방화석고.석고.타일,414.0,,,3/11,세종메가타워1 - 세종메가타워1동,양식(옥),철근콘크리트조,,Y
MU462016152489,나주소방서,빛가람119안전센터,(주)더 뷔페,일반음식점,20230109103718,20230109,103718,2023,01,09,근린생활시설,20160314,20160420,,전라남도 나주시 빛가람동 ,배멧2길,금화타워,방화석고보드. 유리. 콘크리트. 타일,1651.0,방염필름.합성수지시트.바리솔마감재,114.0,2/8,,양식(옥),철근콘크리트조,Y,Y
MU412017779405,의정부소방서,양주119안전센터,버거킹 의정부DT점,휴게음식점,20230609080129,20230609,080129,2023,06,09,,20170413,20170518,,경기도 의정부시 의정부동 ,호국로,,방화석고보드. 조적. 타일. 유리. 금속,1018.0,필름,64.0,2,,양식(옥),철골조,Y,Y
MU472017221964,상주소방서,서성119안전센터,카페월드,일반음식점,20230420081331,20230420,081331,2023,04,20,,20170907,20170912,20210423,경상북도 상주시 무양동 ,토성로,,조적.유리.타일.회시멘트,242.0,방염필름 ,25.0,지하0/지상3,,양식(옥),철근콘크리트조,,Y
MU412016742586,동두천소방서,불현119안전센터,연예인노래장,유흥주점,20231121140822,20231121,140822,2023,11,21,위락시설,20151111,20160622,20231120,경기도 동두천시 지행동 ,지행로,스타월드빌딩,유리.석고보드.방화석고보드.ALC블럭,842.0,방염필름,21.0,3/9,,양식(옥),철근콘크리트조,,Y
MU262016216079,해운대소방서,좌동119안전센터,자연드림 좌동점,휴게음식점,20230112164652,20230112,164652,2023,01,12,,20160623,20161116,,부산광역시 해운대구 좌동 ,대천로,,콘크리트. 타일. 유리. 방화석고등,390.0,방염필름,3.0,0/3,,양식(옥),철근콘크리트조,,Y
MU112017792720,강남소방서,영동119안전센터,배스킨라빈스 BROWN 청담,일반음식점,20230812023601,20230812,023601,2023,08,12,복합건축물,20170609,20170825,,서울특별시 강남구 신사동 ,도산대로,K.M.D 빌딩,방화석고. 유리. 타일. 콘크리트. 금속. 천정석고/블라브,1174.0,MDF / 제79-312호 (2017.7.13.),235.0,지상:16층 지하:5층,배스킨라빈스 BROWN 청담,양식(옥),철골철근콘크리트조,,
MU462017160255,여수소방서,연등119안전센터,Fun 코인노래연습장,노래연습장업,20230220211102,20230220,211102,2023,02,20,,20170414,20170507,20200608,전라남도 여수시 교동 ,통제영1길,,"콘크리트. 석고. 유리. 철판. 타일 등
",307.0,,,1/4,,기타 식,철근콘크리트조,,Y
MU432016164305,서부소방서,산남안전센터,텍사스홀덤펍,일반음식점,20230905101501,20230905,101501,2023,09,05,근린생활시설,20160329,20160421,20230821,충청북도 청주시 흥덕구 복대동 ,진재로,,콘크리트. 유리. 타일,333.0,방염필름,33.0,0/4,재정빌딩(상하이 양갈비) - 1동동,양식(옥),철근콘크리트조,,Y
MU362016105266,세종소방서,어진119안전센터,원탑(1-TOP) PC방,인터넷컴퓨터게임시설제공업(PC방),20230730165223,20230730,165223,2023,07,30,근린생활시설,20160323,20160401,20230628,세종특별자치시  도담동 ,보듬3로,해피라움6,석고보드. 방화석고보드. 유리,402.0,합판+방염필름(64.25㎡),64.0,2/6,해피라움6 - 해피라움Vl동,양식(옥),철근콘크리트조,,Y
MU262013197383,사상소방서,예방안전과,청춘 노래방,유흥주점,20230818111027,20230818,111027,2023,08,18,,,20130327,,부산광역시 사상구 괘법동 ,광장로81번길,,,,,,3,,양식(옥),철근콘크리트조,,Y
MU432016165405,,,청담피자,일반음식점,20230831205045,20230831,205045,2023,08,31,근린생활시설,20150114,20150119,,충청북도 증평군 증평읍 중동리,중앙로,,콘크리트. 석고보드. 타일,358.0,방염도료,56.0,0/3,,양식(옥),철근콘크리트조,,Y
MU412016739170,군포소방서,오금119안전센터,사소스테이,고시원업,20230518140318,20230518,140318,2023,05,18,근린생활시설,20160422,20160720,20230517,경기도 군포시 산본동 ,산본로323번길,정완빌딩,석고보드.타일.유리,1166.0,합판,305.0,지하2/지상7,,양식(옥),철근콘크리트조,,Y
MU412017763564,,,청평비타에듀기숙학원,학원,20230425201530,20230425,201530,2023,04,25,교육연구시설,20110613,20110616,,경기도    경기도 가평군   경기도 가평군 하면  경기도 가평군 하면 상판리,명지산로,,조적.석고보드.콘크리트,7261.0,선처리합판(필름)/제조업체-(주)우딘.예림임업,602607.0,1/3,,양식(옥),철근콘크리트조,,Y
MU412016746981,의정부소방서,송산119안전센터,두끼롯데아울렛의정부점,일반음식점,20230327111611,20230327,111611,2023,03,27,,20160525,20161018,,경기도 의정부시 민락동 ,,,방화석고.유리.타일.콘크리트.천장석고,213.0,선처리,71.0,5/10,,양식(옥),철근콘크리트조,Y,Y
MU272016156429,,,비발트(BBALT) 커피,일반음식점,20230221211552,20230221,211552,2023,02,21,,20150427,20160502,20230117,대구광역시 동구 송정동 ,서촌로,,석고보드.콘크리트.타일.유리.벽돌 등,594.0, 합판(방염도료),147.0,0/2,,일식,철근콘크리트조,,Y
MU312017137672,동부소방서,화암119안전센터,거제도 굴구이 별관,일반음식점,20230104135026,20230104,135026,2023,01,04,,20170207,20170228,,울산광역시 동구 화정동 ,월봉8길,,석고. 석재,337.0,,,0/4,,양식(옥),철근콘크리트조,,Y
MU112017791523,강남소방서,역삼119안전센터,씨오투,일반음식점,20230807163615,20230807,163615,2023,08,07,복합건축물,20170214,20170223,,서울특별시 강남구 역삼동 ,언주로108길,,콘크리트. 석고. 타일,1244.0,합판(방염도료).방염필름,262.0,지상:5층 지하:1층,씨오투,양식(옥),철근콘크리트조,,
MU482016261869,김해동부소방서,동상119안전센터,다이아몬드,일반음식점,20230306085813,20230306,085813,2023,03,06,근린생활시설,20160504,20160517,20220302,경상남도 김해시 서상동 ,가락로94번길,,석고.유리.타일 등,336.0,방염도료(MDF),16.0,0/3,,양식(옥),철근콘크리트조,,Y
MU412016755285,부천소방서,서부119안전센터,예스노래클럽,유흥주점,20230603153806,20230603,153806,2023,06,03,근린생활시설,20161031,20161123,20230525,경기도    경기도 부천시 원미구   경기도 부천시 원미구 중동  ,조마루로297번길,서진빌딩,콘크리트.방화석고.석고.타일,385.0,방염필름 선시공,51.0,2/3,서진프라자 - 서진프라자동,양식(옥),철근콘크리트조,,Y
MU452016133052,전주덕진소방서,금암119안전센터,배스킨라빈스전주만성점,휴게음식점,20230905144430,20230905,144430,2023,09,05,,20160503,20160517,,전라북도 전주시 덕진구 금암동 ,가리내로,,콘크리트. 석고보드. 유리,402.0,필름,1.0,1/3,,양식(옥),철근콘크리트조,,Y
MU442017175051,공주소방서,신관119안전센터,금강라이브,일반음식점,20230329104827,20230329,104827,2023,03,29,근린생활시설,20170302,20170328,20230327,충청남도 공주시 신관동 ,번영1로,,콘크리트.방화석고보드.석고보드.타일.유리,567.0,,,1/5,,양식(옥),철근콘크리트조,,Y
MU502017133901,동부소방서,남원센터,제주정제,일반음식점,20231010104459,20231010,104459,2023,10,10,근린생활시설,20170424,20170508,20220823,제주특별자치도 서귀포시 남원읍 남원리,남원회관로,,시멘트몰탈. 석고보드. 유리. 타일,781.0,천장. 벽체. 실 출입문 일부(동부2017-8호),98.0,0/2,,양식(옥),철근콘크리트조,,Y
MU442016170290,당진소방서,송악119안전센터,공간스크린아카데미,가상체험체육시설(스크린골프연습장),20231116180135,20231116,180135,2023,11,16,,20160509,20160621,20211118,충청남도 당진시 송산면 유곡리,유곡2길,,석고. 유리,1086.0,방염필름,46.0,1/3,,양식(옥),철근콘크리트조,,Y
MU442016170292,당진소방서,송악119안전센터,슈퍼스타노래클럽,유흥주점,20230306142126,20230306,142126,2023,03,06,,,20160621,20230303,충청남도 당진시 송산면 유곡리,유곡6길,,석고. 타일,258.0,MDF 위 방염필름. 방염소파,14.0,지하1/지상3,,양식(옥),철골조,,Y
MU282016207810,서부소방서,청라119안전센터,레드,일반음식점,20231004164518,20231004,164518,2023,10,04,복합건축물,20160316,20160525,20230926,인천광역시 서구 청라동 ,중봉대로,,방화석고보드. 석고보드. 타일. 유리,221.0,,,4/11,청라비전프라자 - 1동동,양식(옥),철근콘크리트조,,Y
MU422017156230,춘천소방서,대룡119안전센터,더 퍼스트골프연습장,가상체험체육시설(스크린골프연습장),20230321165831,20230321,165831,2023,03,21,,20101126,20101126,20230321,강원특별자치도 춘천시 석사동 ,지석로,,콘크리트,0.0,,,지하2/지상6,,양식(옥),철골철근콘크리트조,,Y
MU412017806332,고양소방서,행신119안전센터,이케아 비스트로,휴게음식점,20231115093736,20231115,093736,2023,11,15,근린생활시설,20170823,20170921,20231114,경기도 고양시 덕양구 도내동 ,권율대로,,석고.유리,1177.0,후처리 방염도료,143.0,3/4,,양식(옥),철근콘크리트조,Y,Y
MU292016167360,남부소방서,송하119안전센터,센스PC,인터넷컴퓨터게임시설제공업(PC방),20230421145534,20230421,145534,2023,04,21,근린생활시설,20161102,20161123,20200626,광주광역시 남구 진월동 ,효덕로,,방화석고 석고 유리 타일 콘크리트,964.0,MDF,66.0,1/4,블루오션pc,양식(옥),철근콘크리트조,,Y
MU272016156171,달성소방서,현풍119안전센터,힐튼가요방,유흥주점,20230904092227,20230904,092227,2023,09,04,,20160201,20160226,20230901,대구광역시 달성군 현풍읍 부리,현풍중앙로,,불연성석고보드. 석고보드위종이벽지. 타일. 유리,214.0,MDF위 방염필름,87.0,지하0/지상2,,양식(옥),철근콘크리트조,,Y
MU422017156255,춘천소방서,효자119안전센터,메가박스 남춘천 1관,영화상영관,20230316113105,20230316,113105,2023,03,16,,20161219,20170306,20230208,강원특별자치도 춘천시 온의동 ,춘천로17번길,,석고보드.텍스.준불연흡음보드.파벽돌.유리.타일,5901.0,,,지하1/지상4,,양식(옥),철근콘크리트조,,Y
MU412016742423,부천소방서,상동119안전센터,청년다방 부천뉴코아점,일반음식점,20230502143421,20230502,143421,2023,05,02,복합건축물,20160609,20160615,20230502,경기도    경기도 부천시 원미구   경기도 부천시 원미구 상동  ,송내대로,부천터미널소풍,콘크리트.석고.타일.파벽돌,342.0, 합판(도료),,3/9,(주)부천터미널소풍(부천터미널소풍) - (주)부천터미널소풍동,양식(옥),철근콘크리트조,,Y
MU412016746984,의정부소방서,송산119안전센터,롯데시네마 의정부민락 7관,영화상영관,20230726105151,20230726,105151,2023,07,26,,20160614,20161108,,경기도 의정부시 민락동 ,,,방화석고.타일.흡음재,6547.0,선처리,134.0,5/10,,양식(옥),철근콘크리트조,Y,Y
MU282011125803,남동소방서,구월119안전센터,? 노래연습장,노래연습장업,20230907074016,20230907,074016,2023,09,07,근린생활시설,,20030613,,인천광역시 남동구 구월동 ,인하로511번길,동원빌딩,,,,,6/1,해진빌딩(구동원빌딩)(b-213) - 1동,양식(옥),철근콘크리트조,,Y
MU482017317789,성산소방서,신월119안전센터,야로,일반음식점,20230412102637,20230412,102637,2023,04,12,,20171010,20171020,20200602,경상남도 창원시 성산구 상남동 ,마디미로31번길,유니빌딩,콘크리트.타일.유리 등,338.0,없음,,2/10,,양식(옥),철근콘크리트조,,Y
MU422017160172,춘천소방서,효자119안전센터,그리너리,일반음식점,20230912103933,20230912,103933,2023,09,12,,20170323,20170405,,강원특별자치도 춘천시 삼천동 ,옛경춘로,,철재. 콘크리트. 유리. 타일,663.0,,,지하1/지상3,,양식(옥),철골조,,Y
MU312016134074,동부소방서,화정119안전센터,제우스가라오케,단란주점,20230905143643,20230905,143643,2023,09,05,,20160502,20160524,,울산광역시 동구 화정동 ,방어진순환도로,,석고. 타일. 유리,148.0,,,1/5,라이브올드팝스7080(이명현건물) - 라이브올드팝스8090(이명현건물)동,양식(옥),철근콘크리트조,,Y
MU442017186950,천안서북소방서,서부119안전센터,썸노래연습장,노래연습장업,20230128162953,20230128,162953,2023,01,28,근린생활시설,20170926,20171016,20221117,충청남도 천안시 서북구 백석동 ,한들3로,,콘크리트. 방화석고보드. 벽돌. 타일. 유리,571.0,,,0/4,,양식(옥),철근콘크리트조,,Y
MU272017163125,수성소방서,범물119안전센터,스펠바운드,일반음식점,20230222170402,20230222,170402,2023,02,22,근린생활시설,20170725,20170925,,대구광역시 수성구 두산동 ,용학로,,콘크리트. 방화석고보드. 타일. 유리,1479.0,방염도료,135.0,0/3,,양식(옥),철근콘크리트조,,Y
MU462016157064,순천소방서,왕조119안전센터,텐프로,유흥주점,20230118175342,20230118,175342,2023,01,18,위락시설,20110322,20160823,20170213,전라남도 순천시 조례동 ,남신월1길,소매점,석고보드.유리.타일,432.0,방염필름,61.0,2,,양식(옥),철근콘크리트조,,Y
MU412017804091,성남소방서,위례119안전센터,호오탕훠궈(샤브샤브),일반음식점,20231004142338,20231004,142338,2023,10,04,복합건축물,20170911,20170925,,경기도 성남시 수정구 창곡동 ,위례광장로 ,중앙타워,석고. 유리. 방화석고. 타일,233.0,필름 44.44,44.0,지하6층지상14층,위례중앙타워 - 위례중앙타워동,양식(옥),철근콘크리트조,,Y
MU462017160050,구례소방서,구례119안전센터,복면가왕,단란주점,20230920105828,20230920,105828,2023,09,20,근린생활시설,20161128,20170320,20190404,전라남도 구례군 구례읍 봉동리,중앙로,,석고보드.유리.타일,209.0,,,0/4,,양식(옥),철근콘크리트조,,Y
MU442017185130,천안서북소방서,성환119안전센터,더치킨?,일반음식점,20230906091212,20230906,091212,2023,09,06,근린생활시설,20170824,20170912,,충청남도 천안시 서북구 성환읍 성월리,대학로,굽스,콘크리트. 유리,352.0,,,1/2,,양식(옥),철근콘크리트조,,Y
MU412017773746,이천소방서,관고119안전센터,쿨놀래방,유흥주점,20230612173220,20230612,173220,2023,06,12,근린생활시설,20170412,20170417,,경기도 이천시 창전동 ,이섭대천로,,불연재(유리). 방화석고보드. 석고보드. 내화구조,208.0,방염필름(KFI인증),36.0,지하1/지상3,김학석(구길태풍건물) - 길태풍건물동,양식(옥),철근콘크리트조,,Y
MU412017765726,김포소방서,119생활안전단,샵노래뱅크,유흥주점,20230111210307,20230111,210307,2023,01,11,위락시설,20170120,20170208,,경기도 김포시 구래동 ,김포한강9로76번길,,콘크리트.ALC블럭.유리.타일.방화석고.석고보드,396.0,MDF:선처리필름,74.0,2/7,,양식(옥),철근콘크리트조,,Y
MU262016215382,북부소방서,화명119안전센터,꿈의대화라이브,단란주점,20230117134614,20230117,134614,2023,01,17,,20160512,20160524,20190423,부산광역시 북구 화명동 ,금곡대로285번길,대일코아빌딩,타일,17.0,합판-필름,41.0,1/8,,양식(옥),철근콘크리트조,,Y
MU412017790904,시흥소방서,시흥119안전센터,체리가요광장,유흥주점,20230731153738,20230731,153738,2023,07,31,,20170620,20170629,20210707,경기도 시흥시 정왕동 ,중심상가로,시화하나프라자,콘크리트. 방화석고. 타일. 유리,855.0,MDF(방염도료),,2/4,,양식(옥),철근콘크리트조,,Y
MU472017221343,경주소방서,용황119안전센터,한우한돈프라자-2층(구.행복한 삼겹살,일반음식점,20230726131703,20230726,131703,2023,07,26,,20170411,20170417,20230726,경상북도 경주시 황성동 ,현진앞3길,,유리. 타일. 벽돌 등,642.0, 합판(방염도료. 필름),63.0,0/4,,양식(옥),철근콘크리트조,,Y
MU412017773909,수원남부소방서,매산119안전센터,아모르7080,일반음식점,20230915132346,20230915,132346,2023,09,15,,20170405,20170417,20181105,경기도 수원시 권선구 세류동 ,세지로,웰빙프라자,콘크리트.유리.방화석고보드.타일.텍스,303.0,방염필름,19.0,2/4,,양식(옥),철근콘크리트조,,Y
MU412017773911,,,피에스타 PC방 수원광교점,인터넷컴퓨터게임시설제공업(PC방),20231025083242,20231025,083242,2023,10,25,,20170203,20170411,,경기도 수원시 영통구 이의동 ,광교로,,석고.유리.타일,847.0,방염필름.방염도료,196.0,5/13,,양식(옥),철근콘크리트조,,Y
MU262016213802,해운대소방서,센텀119안전센터,크리스탈제이드센텀시티몰점,일반음식점,20230612094107,20230612,094107,2023,06,12,,20160219,20160401,,부산광역시 해운대구 우동 ,센텀4로 ,,철. 석고보드. 방화석고보드12.5mm. 타일,518.0,,,5/7,,양식(옥),철근콘크리트조,Y,Y
MU282016208553,영종소방서,운서119안전센터,우마이나루(구 스시웨이 초밥전문점),일반음식점,20230303075122,20230303,075122,2023,03,03,근린생활시설,20160613,20160617,20230228,인천광역시 중구 운서동 ,신도시남로141번길,신공항프라자,방화석고.석고.유리.타일.조적,305.0,,,1/7,,양식(옥),철근콘크리트조,,Y
MU462017160529,무안소방서,남악119안전센터,일품대패,일반음식점,20230313203643,20230313,203643,2023,03,13,근린생활시설,20170824,20170831,20201224,전라남도 무안군 삼향읍 남악리,대죽서로,,방화석고보드. 유리. 타일 등,1209.0,합판/도료,9.0,지상4층,무한장소,양식(옥),철근콘크리트조,,Y
MU422017155812,춘천소방서,신북119안전센터,통나무집숯불닭갈비,일반음식점,20230912103221,20230912,103221,2023,09,12,,20170131,20170215,,강원특별자치도 춘천시 신북읍 천전리,신샘밭로,,석고보드. 유리. 타일,882.0,,,지하0/지상2,,양식(옥),철골조,,Y
MU422017155813,춘천소방서,후평119안전센터,스타벅스커피춘천후평DT점,휴게음식점,20230315162944,20230315,162944,2023,03,15,,20170210,20170217,20230224,강원특별자치도 춘천시 후평동 ,후석로,,석고. 유리. 타일. 콘크리트,1059.0,,,지하0/지상12,,양식(옥),철근콘크리트조,,Y
MU412016744604,파주소방서,적성119안전센터,노리터,일반음식점,20230914190125,20230914,190125,2023,09,14,,20160701,20160711,20230714,경기도 파주시 와동동 ,와석순환로515번길,홍원빌딩,유리.콘크리트.방화석고.타일 등,422.0,선처리물품,79.0,4/7,,양식(옥),철근콘크리트조,,Y
MU362016105341,세종소방서,장군119안전센터,코다리밥상,일반음식점,20230421110953,20230421,110953,2023,04,21,,20160404,20160428,20230411,세종특별자치시  장군면 봉안리,당암길,,석고보드. 유리. 타일,469.0,합판+방염도료 106.87㎡. 합판+방염필름 1.10㎡,107.0,0/3,,양식(옥),철근콘크리트조,,Y
MU482017310969,거제소방서,거제119안전센터,더(THE)소랑봄방,휴게음식점,20230313211904,20230313,211904,2023,03,13,,20170801,20170809,,경상남도 거제시 거제면 소랑리,거제남서로,,석고보드. 타일,427.0,필름,24.0,0/3,,양식(옥),철근콘크리트조,,Y
MU412017802769,부천소방서,여월119안전센터,홀리데이,일반음식점,20230808162118,20230808,162118,2023,08,08,근린생활시설,20170908,20170914,20230725,경기도 부천시 원종동 ,소사로,,콘크리트.석고.유리,321.0,,,1/5,원종동 229-4(구해연빌딩) - 해연빌딩(이효연건물)동,양식(옥),철근콘크리트조,,Y
MU262017225520,사하소방서,하단119안전센터,국민삼겹,일반음식점,20230925141531,20230925,141531,2023,09,25,,20170721,20170801,20230922,부산광역시 사하구 당리동 ,괴정로,,석고.유리.타일,411.0,미사용,,1/2,,양식(옥),철근콘크리트조,,Y
MU432017176505,충주소방서,서충주119안전센터,프로골프,가상체험체육시설(스크린골프연습장),20230222155857,20230222,155857,2023,02,22,,20170515,20170728,20230217,충청북도 충주시 대소원면 본리,첨단산업1로,리컴,유리.석고보드,431.0,방염필름,94.0,3,,양식(옥),철근콘크리트조,,Y
MU412018833305,시흥소방서,시흥119안전센터,라라코스트배곧점,일반음식점,20230707150531,20230707,150531,2023,07,07,,20180406,20180503,,경기도 시흥시 정왕동 ,서울대학로278번길,서영베니스스퀘어,타일.유리.석고.방화석고.콘크리트,565.0,,,2/8,,양식(옥),철근콘크리트조,,Y
MU262017228180,해운대소방서,좌동119안전센터,자전거,유흥주점,20230201154115,20230201,154115,2023,02,01,위락시설,20171114,20171127,,부산광역시 해운대구 좌동 ,양운로80번길,리더스프라자,유리.타일.속고보드.콘크리트 등,335.0,,,1/8,,양식(옥),철근콘크리트조,,Y
MU482017321649,양산소방서,물금119안전센터,공린미방,일반음식점,20231121163830,20231121,163830,2023,11,21,,20171121,20171201,20190320,경상남도 양산시 물금읍 가촌리,새실로,나래메트로시티,유리. 타일 등,718.0, MDF(방염필름). 합판(방염도료),253.0,0/4,나래메트로 건물(세림개발 주) - 주건축물제A동동,양식(옥),철근콘크리트조,,Y
MU442017192350,논산소방서,반월119안전센터,캄보디아 식당,일반음식점,20231115081659,20231115,081659,2023,11,15,근린생활시설,20171218,20171227,20180912,충청남도 논산시 화지동 ,중앙로480번길,,콘크리트. 방화석고. 석고보드. 유리. 철,598.0, 합판(도료),80.0,지상3층,,양식(옥),철근콘크리트조,,Y
MU262018234326,부산진소방서,부암119안전센터,유가네닭갈비 시민공원점,일반음식점,20230321122109,20230321,122109,2023,03,21,,20180620,20180703,20230317,부산광역시 부산진구 연지동 ,새싹로,,콘크리트.타일.유리.석고보드,325.0,합판,17.0,0/5,,양식(옥),철근콘크리트조,,Y
MU272018163645,달서소방서,송현119안전센터,양재수7080,일반음식점,20230831180014,20230831,180014,2023,08,31,,20180222,20180314,,대구광역시 달서구 송현동 ,학산로,,석고보드 등,242.0,사용안함,,1/3,,양식(옥),철근콘크리트조,,Y
MU502017137570,서귀포소방서,중문센터,파파스브로트,일반음식점,20230210095603,20230210,095603,2023,02,10,,20171122,20171207,20220401,제주특별자치도 서귀포시 하원동 ,1100로,,석고보드. 타일,315.0,,,지하1/지상4,,양식(옥),철근콘크리트조,Y,Y
MU412013608155,수원남부소방서,남부119안전센터,테마 노래연습장,노래연습장업,20230414101113,20230414,101113,2023,04,14,,20070921,20071005,20171212,경기도 수원시 권선구 곡반정동 ,곡반정로,,,,,,2,,양식(옥),철근콘크리트조,,Y
MU422017164469,홍천소방서,홍천119안전센터,나는송어 홍천점(구. 참치사랑),일반음식점,20231010155943,20231010,155943,2023,10,10,,20171201,20171218,20230926,강원특별자치도 홍천군 홍천읍 연봉리,남산마을길3길,,방화석고보드. 파벽돌. 유리. 타일,666.0,방염필름지,114.0,0/2,,양식(옥),철골조,,Y
MU412018824245,,,황금고래,일반음식점,20230808075436,20230808,075436,2023,08,08,,20180207,20180212,20200117,경기도 수원시 영통구 이의동 ,대학로,리치프라자1,콘크리트.유리.방화석고.타일 등,541.0,필름,46.0,2/9,리치프라자건물 - 리치프라자건물동,양식(옥),철근콘크리트조,,Y
MU412018837447,안성소방서,도기119안전센터,엔젤,유흥주점,20230317162130,20230317,162130,2023,03,17,,20180528,20180605,,경기도 안성시 동본동 ,중앙로399번길,,콘크리트. 방화석고. 유리,1214.0,방염필름,218.0,지하1/지상4,,양식(옥),철근콘크리트조,,Y
MU312018139366,중부소방서,성남119안전센터,스타벅스 울산MBC DT점,휴게음식점,20230217085659,20230217,085659,2023,02,17,근린생활시설,20180529,20180607,20230217,울산광역시 중구 복산동 ,번영로,,콘크리트. 유리. 타일 등,1219.0, 합판(붓도장 3회),149.0,0/3,,양식(옥),철근콘크리트조,Y,Y
MU432015159926,,,두꺼비,인터넷컴퓨터게임시설제공업(PC방),20230904230128,20230904,230128,2023,09,04,,20151030,20151116,20230831,충청북도 청주시 흥덕구 가경동 ,경산로,,방화석고보드. 유리. 벽돌,218.0,MDF(선처리필름: 2.2㎡),2.0,1/3,붕붕PC,양식(옥),철근콘크리트조,,Y
MU312018139007,남부소방서,삼산119안전센터,NU PC,인터넷컴퓨터게임시설제공업(PC방),20230629151204,20230629,151204,2023,06,29,,20180129,20180221,,울산광역시 남구 달동 ,달삼로,,석고보드. 유리. 철재. 타일 등,559.0,합판(도료 176.83. 필름 30.82),207.0,0/5,,양식(옥),철근콘크리트조,,Y
MU482018341649,거제소방서,연초119안전센터,어부횟집,일반음식점,20230723155651,20230723,155651,2023,07,23,근린생활시설,20180706,20180710,,경상남도 거제시 장목면 송진포리,거제북로,간곡빌딩,석고보드. 타일,269.0,필름,86.0,1/4,홍도횟집(김영태 건물) - 김영태 건물동,양식(옥),철근콘크리트조,,Y
MU112018795156,강남소방서,영동119안전센터,은행골신사,일반음식점,20230808094302,20230808,094302,2023,08,08,복합건축물,20180314,20180403,,서울특별시 강남구 신사동 ,강남대로152길,,콘크리트. 석고. 타일. 유리,257.0,도료 - 제79-140호(18.3.28),75.0,지상:5층 지하:1층,은행골신사,양식(옥),철근콘크리트조,,
MU472018223266,칠곡소방서,석적119안전센터,New 신세계 게임랜드,게임제공업,20230620074257,20230620,074257,2023,06,20,,20180515,20180525,20230609,경상북도 칠곡군 석적읍 중리,북중리3길,,석고보드. 유리 등,404.0,합판-방염필름,,지상3,장성희건물 - 1동동,양식(옥),철골조,,Y
MU412018821576,용인소방서,구갈119안전센터,JN코인노래연습장,노래연습장업,20230220164538,20230220,164538,2023,02,20,,20170919,20170927,20230218,경기도 용인시 기흥구 구갈동 ,강남로,우성메디아피아,유리.방화석고.석고,497.0,방염필름,60.0,2/9,,양식(옥),철근콘크리트조,,Y
MU292018168316,서부소방서,상무119안전센터,마쿰바(MACUMBA),단란주점,20231019143947,20231019,143947,2023,10,19,위락시설,20171023,20180821,20230911,광주광역시 서구 치평동 ,상무연하로,그린타워,석고보드.콘크리트.방화석고보드.타일.유리,686.0,방염필름. 방염카페트 ,42.0,지하1/지상8층,상무지구그린타워(3팀) - 상무지구그린타워동,양식(옥),철근콘크리트조,,Y
MU412018829447,의정부소방서,남면119안전센터,고기고,일반음식점,20230619075124,20230619,075124,2023,06,19,,20180315,20180403,,경기도 의정부시 의정부동 ,신흥로,오리알,유리.타일.석고,943.0,필름,219.0,1/3,,양식(옥),철근콘크리트조,,Y
MU482017323189,고성소방서,고성119안전센터,신세계,유흥주점,20230426135621,20230426,135621,2023,04,26,위락시설,20170306,20171214,20230405,경상남도 고성군 고성읍 동외리,남포로162번길,,콘크리트.타일.유리,520.0,합판(방염필름),38.0,지상5층,자자모텔(ZAZA모텔 김점도건물) - 자자모텔(ZaZa모텔)동,양식(옥),철근콘크리트조,,Y
MU412018837445,안양소방서,안양119안전센터,아일랜드스크린골프존,,20230619164803,20230619,164803,2023,06,19,,20180516,20180518,,경기도 안양시 만안구 안양동 ,안양로,계양빌딩,석고. 타일. 석재. 방화석고,2829.0,"현장방염처리물품성능인정
(2009.7.10. 방염필름-160.6㎡)",,3/8,,양식(옥),철근콘크리트조,,Y
